2.000000000000000000e+01,7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,2.670000000000000000e+02,1.000000000000000000e+00,9.990000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,-2.900000095367431641e+00,9.220099639892578125e+01,-3.139999961853027344e+01,8.790000081062316895e-01,5.076200195312500000e+03
2.600000000000000000e+01,5.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.600000000000000000e+02,3.000000000000000000e+00,9.990000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,1.100000023841857910e+00,9.399400329589843750e+01,-3.640000152587890625e+01,4.863999843597412109e+00,5.191000000000000000e+03
4.900000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,3.790000000000000000e+02,1.700000000000000000e+01,9.990000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,1.100000023841857910e+00,9.399400329589843750e+01,-3.640000152587890625e+01,4.863999843597412109e+00,5.191000000000000000e+03
3.800000000000000000e+01,6.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,4.510000000000000000e+02,2.000000000000000000e+00,9.990000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,1.100000023841857910e+00,9.399400329589843750e+01,-3.640000152587890625e+01,4.860000133514404297e+00,5.191000000000000000e+03
3.500000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,0.000000000000000000e+00,2.280000000000000000e+02,2.000000000000000000e+00,9.990000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,1.399999976158142090e+00,9.391799926757812500e+01,-4.270000076293945312e+01,4.961999893188476562e+00,5.228100097656250000e+03
4.700000000000000000e+01,9.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,0.000000000000000000e+00,6.780000000000000000e+02,1.000000000000000000e+00,9.990000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,1.399999976158142090e+00,9.391799926757812500e+01,-4.270000076293945312e+01,4.960000038146972656e+00,5.228100097656250000e+03
2.600000000000000000e+01,7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,2.230000000000000000e+02,3.000000000000000000e+00,9.990000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,-1.799999952316284180e+00,9.289299774169921875e+01,-4.620000076293945312e+01,1.269999980926513672e+00,5.099100097656250000e+03
4.100000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.170000000000000000e+02,1.000000000000000000e+00,9.990000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,-1.799999952316284180e+00,9.289299774169921875e+01,-4.620000076293945312e+01,1.264000058174133301e+00,5.099100097656250000e+03
3.200000000000000000e+01,9.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00,9.810000000000000000e+02,1.000000000000000000e+00,9.990000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,1.399999976158142090e+00,9.391799926757812500e+01,-4.270000076293945312e+01,4.960999965667724609e+00,5.228100097656250000e+03
4.800000000000000000e+01,4.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,2.360000000000000000e+02,1.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,-1.799999952316284180e+00,9.387599945068359375e+01,-4.000000000000000000e+01,6.819999814033508301e-01,5.008700195312500000e+03
